template_id,segment_id,segment_name,lifecycle_stage,goal,theme,language,content,tone,hook,feature_reference
T0566_hi,6,Segment 6,paid,advocacy,ownership,hi,Your {सिक्के_balance} सिक्के—use them wisely!,celebratory,ownership,exercises
T0567,6,Segment 6,paid,advocacy,ownership,en,You've built a {streak_current}-day streak—it's yours!,celebratory,ownership,exercises
T0567_hi,6,Segment 6,paid,advocacy,ownership,hi,You've built a {स्ट्रीक_current}-दिन स्ट्रीक—it's आपकाs!,celebratory,ownership,exercises
T0568,6,Segment 6,paid,advocacy,ownership,en,"Your progress, your achievement—keep building!",celebratory,ownership,exercises
T0568_hi,6,Segment 6,paid,advocacy,ownership,hi,"Your progress, आपका achievement—keep building!",celebratory,ownership,exercises
T0569,6,Segment 6,paid,advocacy,ownership,en,You own {coins_balance} coins—earn more today!,celebratory,ownership,exercises
T0569_hi,6,Segment 6,paid,advocacy,ownership,hi,You own {सिक्के_balance} सिक्के—earn more आज!,celebratory,ownership,exercises
T0570,6,Segment 6,paid,advocacy,ownership,en,Your learning journey—make it count today!,celebratory,ownership,exercises
T0570_hi,6,Segment 6,paid,advocacy,ownership,hi,Your सीखेंing journey—make it count आज!,celebratory,ownership,exercises
T0571,6,Segment 6,paid,expansion,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,celebratory,accomplishment,leaderboard
T0571_hi,6,Segment 6,paid,expansion,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,celebratory,accomplishment,leaderboard
T0572,6,Segment 6,paid,expansion,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,celebratory,accomplishment,leaderboard
T0572_hi,6,Segment 6,paid,expansion,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,celebratory,accomplishment,leaderboard
T0573,6,Segment 6,paid,expansion,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,celebratory,accomplishment,leaderboard
T0573_hi,6,Segment 6,paid,expansion,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,celebratory,accomplishment,leaderboard
T0574,6,Segment 6,paid,expansion,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,celebratory,accomplishment,leaderboard
T0574_hi,6,Segment 6,paid,expansion,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,celebratory,accomplishment,leaderboard
T0575,6,Segment 6,paid,expansion,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,celebratory,accomplishment,leaderboard
T0575_hi,6,Segment 6,paid,expansion,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,celebratory,accomplishment,leaderboard
T0576,6,Segment 6,paid,expansion,ownership,en,Your {coins_balance} coins—use them wisely!,celebratory,ownership,leaderboard
T0576_hi,6,Segment 6,paid,expansion,ownership,hi,Your {सिक्के_balance} सिक्के—use them wisely!,celebratory,ownership,leaderboard
T0577,6,Segment 6,paid,expansion,ownership,en,You've built a {streak_current}-day streak—it's yours!,celebratory,ownership,leaderboard
T0577_hi,6,Segment 6,paid,expansion,ownership,hi,You've built a {स्ट्रीक_current}-दिन स्ट्रीक—it's आपकाs!,celebratory,ownership,leaderboard
T0578,6,Segment 6,paid,expansion,ownership,en,"Your progress, your achievement—keep building!",celebratory,ownership,leaderboard
T0578_hi,6,Segment 6,paid,expansion,ownership,hi,"Your progress, आपका achievement—keep building!",celebratory,ownership,leaderboard
T0579,6,Segment 6,paid,expansion,ownership,en,You own {coins_balance} coins—earn more today!,celebratory,ownership,leaderboard
T0579_hi,6,Segment 6,paid,expansion,ownership,hi,You own {सिक्के_balance} सिक्के—earn more आज!,celebratory,ownership,leaderboard
T0580,6,Segment 6,paid,expansion,ownership,en,Your learning journey—make it count today!,celebratory,ownership,leaderboard
T0580_hi,6,Segment 6,paid,expansion,ownership,hi,Your सीखेंing journey—make it count आज!,celebratory,ownership,leaderboard
T0581,6,Segment 6,paid,retention,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,celebratory,accomplishment,exercises
T0581_hi,6,Segment 6,paid,retention,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,celebratory,accomplishment,exercises
T0582,6,Segment 6,paid,retention,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,celebratory,accomplishment,exercises
T0582_hi,6,Segment 6,paid,retention,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,celebratory,accomplishment,exercises
T0583,6,Segment 6,paid,retention,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,celebratory,accomplishment,exercises
T0583_hi,6,Segment 6,paid,retention,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,celebratory,accomplishment,exercises
T0584,6,Segment 6,paid,retention,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,celebratory,accomplishment,exercises
T0584_hi,6,Segment 6,paid,retention,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,celebratory,accomplishment,exercises
T0585,6,Segment 6,paid,retention,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,celebratory,accomplishment,exercises
T0585_hi,6,Segment 6,paid,retention,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,celebratory,accomplishment,exercises
T0586,6,Segment 6,paid,retention,ownership,en,Your {coins_balance} coins—use them wisely!,celebratory,ownership,exercises
T0586_hi,6,Segment 6,paid,retention,ownership,hi,Your {सिक्के_balance} सिक्के—use them wisely!,celebratory,ownership,exercises
T0587,6,Segment 6,paid,retention,ownership,en,You've built a {streak_current}-day streak—it's yours!,celebratory,ownership,exercises
T0587_hi,6,Segment 6,paid,retention,ownership,hi,You've built a {स्ट्रीक_current}-दिन स्ट्रीक—it's आपकाs!,celebratory,ownership,exercises
T0588,6,Segment 6,paid,retention,ownership,en,"Your progress, your achievement—keep building!",celebratory,ownership,exercises
T0588_hi,6,Segment 6,paid,retention,ownership,hi,"Your progress, आपका achievement—keep building!",celebratory,ownership,exercises
T0589,6,Segment 6,paid,retention,ownership,en,You own {coins_balance} coins—earn more today!,celebratory,ownership,exercises
T0589_hi,6,Segment 6,paid,retention,ownership,hi,You own {सिक्के_balance} सिक्के—earn more आज!,celebratory,ownership,exercises
T0590,6,Segment 6,paid,retention,ownership,en,Your learning journey—make it count today!,celebratory,ownership,exercises
T0590_hi,6,Segment 6,paid,retention,ownership,hi,Your सीखेंing journey—make it count आज!,celebratory,ownership,exercises
T0591,6,Segment 6,trial,activation,unpredictability,en,Discover a new speaking exercise today!,inviting,unpredictability,exercises
T0591_hi,6,Segment 6,trial,activation,unpredictability,hi,Discover a new बोलना अभ्यास आज!,inviting,unpredictability,exercises
T0592,6,Segment 6,trial,activation,unpredictability,en,Try the AI tutor—see how it helps!,inviting,unpredictability,exercises
T0592_hi,6,Segment 6,trial,activation,unpredictability,hi,आज Try the AI tutor—see how it helps!,inviting,unpredictability,exercises
T0593,6,Segment 6,trial,activation,unpredictability,en,Unlock a surprise reward after your next exercise!,inviting,unpredictability,exercises
T0593_hi,6,Segment 6,trial,activation,unpredictability,hi,Unlock a surprise reward after आपका next अभ्यास!,inviting,unpredictability,exercises
T0594,6,Segment 6,trial,activation,unpredictability,en,What's your speaking score today? Find out!,inviting,unpredictability,exercises
T0594_hi,6,Segment 6,trial,activation,unpredictability,hi,What's आपका बोलना score आज? Find out!,inviting,unpredictability,exercises
T0595,6,Segment 6,trial,activation,unpredictability,en,Explore new practice scenarios—start now!,inviting,unpredictability,exercises
T0595_hi,6,Segment 6,trial,activation,unpredictability,hi,Explore new अभ्यास करें scenarios—start now!,inviting,unpredictability,exercises
T0596,6,Segment 6,trial,activation,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,encouraging,accomplishment,exercises
T0596_hi,6,Segment 6,trial,activation,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,encouraging,accomplishment,exercises
T0597,6,Segment 6,trial,activation,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,encouraging,accomplishment,exercises
T0597_hi,6,Segment 6,trial,activation,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,encouraging,accomplishment,exercises
T0598,6,Segment 6,trial,activation,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,encouraging,accomplishment,exercises
T0598_hi,6,Segment 6,trial,activation,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,encouraging,accomplishment,exercises
T0599,6,Segment 6,trial,activation,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,encouraging,accomplishment,exercises
T0599_hi,6,Segment 6,trial,activation,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,encouraging,accomplishment,exercises
T0600,6,Segment 6,trial,activation,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,encouraging,accomplishment,exercises
T0600_hi,6,Segment 6,trial,activation,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,encouraging,accomplishment,exercises
T0601,6,Segment 6,trial,conversion_readiness,unpredictability,en,Discover a new speaking exercise today!,inviting,unpredictability,exercises
T0601_hi,6,Segment 6,trial,conversion_readiness,unpredictability,hi,Discover a new बोलना अभ्यास आज!,inviting,unpredictability,exercises
T0602,6,Segment 6,trial,conversion_readiness,unpredictability,en,Try the AI tutor—see how it helps!,inviting,unpredictability,exercises
T0602_hi,6,Segment 6,trial,conversion_readiness,unpredictability,hi,आज Try the AI tutor—see how it helps!,inviting,unpredictability,exercises
T0603,6,Segment 6,trial,conversion_readiness,unpredictability,en,Unlock a surprise reward after your next exercise!,inviting,unpredictability,exercises
T0603_hi,6,Segment 6,trial,conversion_readiness,unpredictability,hi,Unlock a surprise reward after आपका next अभ्यास!,inviting,unpredictability,exercises
T0604,6,Segment 6,trial,conversion_readiness,unpredictability,en,What's your speaking score today? Find out!,inviting,unpredictability,exercises
T0604_hi,6,Segment 6,trial,conversion_readiness,unpredictability,hi,What's आपका बोलना score आज? Find out!,inviting,unpredictability,exercises
T0605,6,Segment 6,trial,conversion_readiness,unpredictability,en,Explore new practice scenarios—start now!,inviting,unpredictability,exercises
T0605_hi,6,Segment 6,trial,conversion_readiness,unpredictability,hi,Explore new अभ्यास करें scenarios—start now!,inviting,unpredictability,exercises
T0606,6,Segment 6,trial,conversion_readiness,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,encouraging,accomplishment,exercises
T0606_hi,6,Segment 6,trial,conversion_readiness,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,encouraging,accomplishment,exercises
T0607,6,Segment 6,trial,conversion_readiness,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,encouraging,accomplishment,exercises
T0607_hi,6,Segment 6,trial,conversion_readiness,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,encouraging,accomplishment,exercises
T0608,6,Segment 6,trial,conversion_readiness,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,encouraging,accomplishment,exercises
T0608_hi,6,Segment 6,trial,conversion_readiness,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,encouraging,accomplishment,exercises
T0609,6,Segment 6,trial,conversion_readiness,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,encouraging,accomplishment,exercises
T0609_hi,6,Segment 6,trial,conversion_readiness,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,encouraging,accomplishment,exercises
T0610,6,Segment 6,trial,conversion_readiness,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,encouraging,accomplishment,exercises
T0610_hi,6,Segment 6,trial,conversion_readiness,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,encouraging,accomplishment,exercises
T0611,6,Segment 6,trial,feature_discovery,unpredictability,en,Discover a new speaking exercise today!,inviting,unpredictability,ai_tutor
T0611_hi,6,Segment 6,trial,feature_discovery,unpredictability,hi,Discover a new बोलना अभ्यास आज!,inviting,unpredictability,ai_tutor
T0612,6,Segment 6,trial,feature_discovery,unpredictability,en,Try the AI tutor—see how it helps!,inviting,unpredictability,ai_tutor
T0612_hi,6,Segment 6,trial,feature_discovery,unpredictability,hi,आज Try the AI tutor—see how it helps!,inviting,unpredictability,ai_tutor
T0613,6,Segment 6,trial,feature_discovery,unpredictability,en,Unlock a surprise reward after your next exercise!,inviting,unpredictability,ai_tutor
T0613_hi,6,Segment 6,trial,feature_discovery,unpredictability,hi,Unlock a surprise reward after आपका next अभ्यास!,inviting,unpredictability,ai_tutor
T0614,6,Segment 6,trial,feature_discovery,unpredictability,en,What's your speaking score today? Find out!,inviting,unpredictability,ai_tutor
T0614_hi,6,Segment 6,trial,feature_discovery,unpredictability,hi,What's आपका बोलना score आज? Find out!,inviting,unpredictability,ai_tutor
T0615,6,Segment 6,trial,feature_discovery,unpredictability,en,Explore new practice scenarios—start now!,inviting,unpredictability,ai_tutor
T0615_hi,6,Segment 6,trial,feature_discovery,unpredictability,hi,Explore new अभ्यास करें scenarios—start now!,inviting,unpredictability,ai_tutor
T0616,6,Segment 6,trial,feature_discovery,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,encouraging,accomplishment,ai_tutor
T0616_hi,6,Segment 6,trial,feature_discovery,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,encouraging,accomplishment,ai_tutor
T0617,6,Segment 6,trial,feature_discovery,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,encouraging,accomplishment,ai_tutor
T0617_hi,6,Segment 6,trial,feature_discovery,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,encouraging,accomplishment,ai_tutor
T0618,6,Segment 6,trial,feature_discovery,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,encouraging,accomplishment,ai_tutor
T0618_hi,6,Segment 6,trial,feature_discovery,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,encouraging,accomplishment,ai_tutor
T0619,6,Segment 6,trial,feature_discovery,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,encouraging,accomplishment,ai_tutor
T0619_hi,6,Segment 6,trial,feature_discovery,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,encouraging,accomplishment,ai_tutor
T0620,6,Segment 6,trial,feature_discovery,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,encouraging,accomplishment,ai_tutor
T0620_hi,6,Segment 6,trial,feature_discovery,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,encouraging,accomplishment,ai_tutor
T0621,6,Segment 6,trial,habit_formation,unpredictability,en,Discover a new speaking exercise today!,inviting,unpredictability,streak
T0621_hi,6,Segment 6,trial,habit_formation,unpredictability,hi,Discover a new बोलना अभ्यास आज!,inviting,unpredictability,streak
T0622,6,Segment 6,trial,habit_formation,unpredictability,en,Try the AI tutor—see how it helps!,inviting,unpredictability,streak
T0622_hi,6,Segment 6,trial,habit_formation,unpredictability,hi,आज Try the AI tutor—see how it helps!,inviting,unpredictability,streak
T0623,6,Segment 6,trial,habit_formation,unpredictability,en,Unlock a surprise reward after your next exercise!,inviting,unpredictability,streak
T0623_hi,6,Segment 6,trial,habit_formation,unpredictability,hi,Unlock a surprise reward after आपका next अभ्यास!,inviting,unpredictability,streak
T0624,6,Segment 6,trial,habit_formation,unpredictability,en,What's your speaking score today? Find out!,inviting,unpredictability,streak
T0624_hi,6,Segment 6,trial,habit_formation,unpredictability,hi,What's आपका बोलना score आज? Find out!,inviting,unpredictability,streak
T0625,6,Segment 6,trial,habit_formation,unpredictability,en,Explore new practice scenarios—start now!,inviting,unpredictability,streak
T0625_hi,6,Segment 6,trial,habit_formation,unpredictability,hi,Explore new अभ्यास करें scenarios—start now!,inviting,unpredictability,streak
T0626,6,Segment 6,trial,habit_formation,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,encouraging,accomplishment,streak
T0626_hi,6,Segment 6,trial,habit_formation,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,encouraging,accomplishment,streak
T0627,6,Segment 6,trial,habit_formation,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,encouraging,accomplishment,streak
T0627_hi,6,Segment 6,trial,habit_formation,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,encouraging,accomplishment,streak
T0628,6,Segment 6,trial,habit_formation,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,encouraging,accomplishment,streak
T0628_hi,6,Segment 6,trial,habit_formation,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,encouraging,accomplishment,streak
T0629,6,Segment 6,trial,habit_formation,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,encouraging,accomplishment,streak
T0629_hi,6,Segment 6,trial,habit_formation,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,encouraging,accomplishment,streak
T0630,6,Segment 6,trial,habit_formation,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,encouraging,accomplishment,streak
T0630_hi,6,Segment 6,trial,habit_formation,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,encouraging,accomplishment,streak
T0631,7,Segment 7,churned,re_engagement,loss_avoidance,en,Your streak will break in {hours_left} hours—complete one exercise!,urgent,loss_avoidance,exercises
T0631_hi,7,Segment 7,churned,re_engagement,loss_avoidance,hi,Your स्ट्रीक will break in {hours_left} hours—पूरा करें one अभ्यास!,urgent,loss_avoidance,exercises
T0632,7,Segment 7,churned,re_engagement,loss_avoidance,en,Don't lose your {streak_current}-day streak! Practice now.,urgent,loss_avoidance,exercises
T0632_hi,7,Segment 7,churned,re_engagement,loss_avoidance,hi,Don't lose आपका {स्ट्रीक_current}-दिन स्ट्रीक! Practice now.,urgent,loss_avoidance,exercises
T0633,7,Segment 7,churned,re_engagement,loss_avoidance,en,Your progress is at risk—complete today's exercise.,urgent,loss_avoidance,exercises
T0633_hi,7,Segment 7,churned,re_engagement,loss_avoidance,hi,Your progress is at risk—पूरा करें आज's अभ्यास.,urgent,loss_avoidance,exercises
T0634,7,Segment 7,churned,re_engagement,loss_avoidance,en,Only {hours_left} hours to maintain your streak!,urgent,loss_avoidance,exercises
T0634_hi,7,Segment 7,churned,re_engagement,loss_avoidance,hi,Only {hours_left} hours to maintain आपका स्ट्रीक!,urgent,loss_avoidance,exercises
T0635,7,Segment 7,churned,re_engagement,loss_avoidance,en,Don't let your {coins_balance} coins go to waste—practice today!,urgent,loss_avoidance,exercises
T0635_hi,7,Segment 7,churned,re_engagement,loss_avoidance,hi,Don't let आपका {सिक्के_balance} सिक्के go to waste—अभ्यास करें आज!,urgent,loss_avoidance,exercises
T0636,7,Segment 7,churned,re_engagement,unpredictability,en,Discover a new speaking exercise today!,curious,unpredictability,exercises
T0636_hi,7,Segment 7,churned,re_engagement,unpredictability,hi,Discover a new बोलना अभ्यास आज!,curious,unpredictability,exercises
T0637,7,Segment 7,churned,re_engagement,unpredictability,en,Try the AI tutor—see how it helps!,curious,unpredictability,exercises
T0637_hi,7,Segment 7,churned,re_engagement,unpredictability,hi,आज Try the AI tutor—see how it helps!,curious,unpredictability,exercises
T0638,7,Segment 7,churned,re_engagement,unpredictability,en,Unlock a surprise reward after your next exercise!,curious,unpredictability,exercises
T0638_hi,7,Segment 7,churned,re_engagement,unpredictability,hi,Unlock a surprise reward after आपका next अभ्यास!,curious,unpredictability,exercises
T0639,7,Segment 7,churned,re_engagement,unpredictability,en,What's your speaking score today? Find out!,curious,unpredictability,exercises
T0639_hi,7,Segment 7,churned,re_engagement,unpredictability,hi,What's आपका बोलना score आज? Find out!,curious,unpredictability,exercises
T0640,7,Segment 7,churned,re_engagement,unpredictability,en,Explore new practice scenarios—start now!,curious,unpredictability,exercises
T0640_hi,7,Segment 7,churned,re_engagement,unpredictability,hi,Explore new अभ्यास करें scenarios—start now!,curious,unpredictability,exercises
T0641,7,Segment 7,inactive,activation,unpredictability,en,Discover a new speaking exercise today!,curious,unpredictability,exercises
T0641_hi,7,Segment 7,inactive,activation,unpredictability,hi,Discover a new बोलना अभ्यास आज!,curious,unpredictability,exercises
T0642,7,Segment 7,inactive,activation,unpredictability,en,Try the AI tutor—see how it helps!,curious,unpredictability,exercises
T0642_hi,7,Segment 7,inactive,activation,unpredictability,hi,आज Try the AI tutor—see how it helps!,curious,unpredictability,exercises
T0643,7,Segment 7,inactive,activation,unpredictability,en,Unlock a surprise reward after your next exercise!,curious,unpredictability,exercises
T0643_hi,7,Segment 7,inactive,activation,unpredictability,hi,Unlock a surprise reward after आपका next अभ्यास!,curious,unpredictability,exercises
T0644,7,Segment 7,inactive,activation,unpredictability,en,What's your speaking score today? Find out!,curious,unpredictability,exercises
T0644_hi,7,Segment 7,inactive,activation,unpredictability,hi,What's आपका बोलना score आज? Find out!,curious,unpredictability,exercises
T0645,7,Segment 7,inactive,activation,unpredictability,en,Explore new practice scenarios—start now!,curious,unpredictability,exercises
T0645_hi,7,Segment 7,inactive,activation,unpredictability,hi,Explore new अभ्यास करें scenarios—start now!,curious,unpredictability,exercises
T0646,7,Segment 7,inactive,activation,epic_meaning,en,Join 1M+ Indians becoming confident speakers!,aspirational,epic_meaning,exercises
T0646_hi,7,Segment 7,inactive,activation,epic_meaning,hi,आज Join 1M+ Indians becoming confident speakers!,aspirational,epic_meaning,exercises
T0647,7,Segment 7,inactive,activation,epic_meaning,en,Be part of the English learning revolution!,aspirational,epic_meaning,exercises
T0647_hi,7,Segment 7,inactive,activation,epic_meaning,hi,Be part of the अंग्रेजी सीखेंing revolution!,aspirational,epic_meaning,exercises
T0648,7,Segment 7,inactive,activation,epic_meaning,en,Transform your career—practice speaking today!,aspirational,epic_meaning,exercises
T0648_hi,7,Segment 7,inactive,activation,epic_meaning,hi,Transform आपका career—अभ्यास करें बोलना आज!,aspirational,epic_meaning,exercises
T0649,7,Segment 7,inactive,activation,epic_meaning,en,Join thousands improving their English daily!,aspirational,epic_meaning,exercises
T0649_hi,7,Segment 7,inactive,activation,epic_meaning,hi,Join thousands improving their अंग्रेजी daily!,aspirational,epic_meaning,exercises
T0650,7,Segment 7,inactive,activation,epic_meaning,en,Your journey to fluency starts today!,aspirational,epic_meaning,exercises
T0650_hi,7,Segment 7,inactive,activation,epic_meaning,hi,Your journey to fluency starts आज!,aspirational,epic_meaning,exercises
T0651,7,Segment 7,paid,advocacy,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,celebratory,accomplishment,exercises
T0651_hi,7,Segment 7,paid,advocacy,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,celebratory,accomplishment,exercises
T0652,7,Segment 7,paid,advocacy,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,celebratory,accomplishment,exercises
T0652_hi,7,Segment 7,paid,advocacy,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,celebratory,accomplishment,exercises
T0653,7,Segment 7,paid,advocacy,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,celebratory,accomplishment,exercises
T0653_hi,7,Segment 7,paid,advocacy,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,celebratory,accomplishment,exercises
T0654,7,Segment 7,paid,advocacy,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,celebratory,accomplishment,exercises
T0654_hi,7,Segment 7,paid,advocacy,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,celebratory,accomplishment,exercises
T0655,7,Segment 7,paid,advocacy,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,celebratory,accomplishment,exercises
T0655_hi,7,Segment 7,paid,advocacy,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,celebratory,accomplishment,exercises
T0656,7,Segment 7,paid,advocacy,ownership,en,Your {coins_balance} coins—use them wisely!,celebratory,ownership,exercises
T0656_hi,7,Segment 7,paid,advocacy,ownership,hi,Your {सिक्के_balance} सिक्के—use them wisely!,celebratory,ownership,exercises
T0657,7,Segment 7,paid,advocacy,ownership,en,You've built a {streak_current}-day streak—it's yours!,celebratory,ownership,exercises
T0657_hi,7,Segment 7,paid,advocacy,ownership,hi,You've built a {स्ट्रीक_current}-दिन स्ट्रीक—it's आपकाs!,celebratory,ownership,exercises
T0658,7,Segment 7,paid,advocacy,ownership,en,"Your progress, your achievement—keep building!",celebratory,ownership,exercises
T0658_hi,7,Segment 7,paid,advocacy,ownership,hi,"Your progress, आपका achievement—keep building!",celebratory,ownership,exercises
T0659,7,Segment 7,paid,advocacy,ownership,en,You own {coins_balance} coins—earn more today!,celebratory,ownership,exercises
T0659_hi,7,Segment 7,paid,advocacy,ownership,hi,You own {सिक्के_balance} सिक्के—earn more आज!,celebratory,ownership,exercises
T0660,7,Segment 7,paid,advocacy,ownership,en,Your learning journey—make it count today!,celebratory,ownership,exercises
T0660_hi,7,Segment 7,paid,advocacy,ownership,hi,Your सीखेंing journey—make it count आज!,celebratory,ownership,exercises
T0661,7,Segment 7,paid,expansion,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,celebratory,accomplishment,leaderboard
T0661_hi,7,Segment 7,paid,expansion,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,celebratory,accomplishment,leaderboard
T0662,7,Segment 7,paid,expansion,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,celebratory,accomplishment,leaderboard
T0662_hi,7,Segment 7,paid,expansion,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,celebratory,accomplishment,leaderboard
T0663,7,Segment 7,paid,expansion,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,celebratory,accomplishment,leaderboard
T0663_hi,7,Segment 7,paid,expansion,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,celebratory,accomplishment,leaderboard
T0664,7,Segment 7,paid,expansion,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,celebratory,accomplishment,leaderboard
T0664_hi,7,Segment 7,paid,expansion,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,celebratory,accomplishment,leaderboard
T0665,7,Segment 7,paid,expansion,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,celebratory,accomplishment,leaderboard
T0665_hi,7,Segment 7,paid,expansion,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,celebratory,accomplishment,leaderboard
T0666,7,Segment 7,paid,expansion,ownership,en,Your {coins_balance} coins—use them wisely!,celebratory,ownership,leaderboard
T0666_hi,7,Segment 7,paid,expansion,ownership,hi,Your {सिक्के_balance} सिक्के—use them wisely!,celebratory,ownership,leaderboard
T0667,7,Segment 7,paid,expansion,ownership,en,You've built a {streak_current}-day streak—it's yours!,celebratory,ownership,leaderboard
